set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,6,0.000,0.000,57,0.000,0.000,0.000,  9.18,  Inf,0.000, 36,-69, 45,
,,,,,,0.000,0.000,  8.17, 7.60,0.000, 42,-54, 54,
,,0.000,0.000,75,0.000,0.000,0.000,  8.28, 7.69,0.000, 48, 21, 33,
,,,,,,0.000,0.010,  5.81, 5.59,0.000, 42, 15, 45,
,,0.000,0.000,31,0.000,0.000,0.001,  6.32, 6.04,0.000, 24, 24, 54,
,,0.000,0.008,12,0.004,0.000,0.001,  6.31, 6.03,0.000, 30, 54,  9,
,,0.000,0.051,6,0.032,0.000,0.011,  5.77, 5.55,0.000, -9,-78,-36,
,,0.000,0.063,5,0.047,0.000,0.074,  5.33, 5.15,0.000, 36, 51,  0,
